symbol,PN_36h_rep1,PN_36h_rep2,PN_36h_rep3,PN_adult_rep1,PN_adult_rep2,PN_adult_rep3
CG9977,6.407913144,5.908271111,6.150638205,6.938461657,6.921860883,7.214427342
CG12093,5.736419295,6.152107081,6.242614423,6.352275234,6.095064689,6.193656444
mRpS35,5.862012499,6.209671889,6.12642031,6.709143977,6.627606565,6.604244125
pgant6,4.998085447,5.214484592,4.86897408,4.803836182,5.063655489,4.81362652
spz5,0.628476965,1.185097719,0.809481815,0,1.663104036,0
CG9970,0.045601845,0,0,0,0.482093952,0
Or63a,1.611301687,1.274134361,0.075540634,4.690622352,4.523903543,5.064273285
CPT2,0.045601845,1.597641216,2.097309615,0.733985886,1.43784607,1.391158966
FMRFaR,1.769147149,2.0749916,2.133109169,2.329623349,2.671666678,2.760962381
CG2162,3.903948279,3.502719138,4.004648512,4.836496406,4.461317889,4.338340501
scramb2,6.132840225,6.342214124,6.549593368,7.020502472,6.670599784,6.702888185
CG1271,4.234430635,3.975942924,4.151519842,4.640809779,4.203775681,4.449674698
CG16753,4.459584368,4.725021775,4.636195111,4.706415303,4.397983655,4.895761495
CG11486,7.100411287,6.844450594,6.923141316,7.613756882,7.804696913,7.876616739
Cht7,0.214831388,1.526936274,0.147321929,0,0,0.035045714
CG11537,6.429036916,4.748517869,5.464862445,9.108525202,8.923104682,8.793058959
CG1291,5.895864621,6.175409348,6.1915348,6.090178928,5.563766677,5.683922126
Usp5,7.112514675,6.952934422,6.927607665,6.079101429,5.718117053,5.788387094
CG15812,5.457330142,4.922486771,5.265580335,5.132789776,5.181180646,4.985838826
Asciz,4.54343335,4.768576139,4.858319024,4.414351958,4.722096964,4.684383094
CG14963,0.875744677,1.203350074,0.764538089,0.2787941,0.085481031,0.373031704
CG14964,0.973361179,0.266214546,0.569299184,0.033774261,0.513278718,0.198539073
Girdin,5.702123059,5.407896819,6.227168994,5.73863291,5.405519662,5.289590923
CG14965,3.621056213,4.150713319,4.388425058,2.336405564,2.865378522,3.036443803
CG14966,3.42363693,3.783124415,3.487178982,3.018992574,1.940515547,2.317149106
gry,5.72420142,5.29328361,5.718618293,5.734145953,5.889085892,5.882191624
CG14967,3.943632271,3.99963551,4.075359298,4.561986507,4.715408245,3.913135744
CG12034,7.039731885,7.014313298,6.903841644,6.258976699,6.067754446,6.026858285
RpL28,7.522425726,7.613256906,7.874200055,6.391880267,6.401480943,6.538599276
CG17737,7.767493361,8.060642354,8.208201684,7.830124708,7.780869092,7.947166578
CG11505,6.609252383,6.550822539,6.242614423,7.118436647,7.183819696,7.140422588
CG17746,7.985714134,7.893306756,8.02353641,7.207833569,6.857247887,6.803180352
CG12078,0.045601845,0,0.215700384,0,0,0
ckd,0.132696544,0,0,0,0,0
CG14960,0.687203533,0,0,0.161479554,0,0
CG12017,0,0.430174687,0,0.099039483,0,0
CG12009,0,0.120151752,0,0.033774261,0,0.16728912
CG14968,1.947896209,1.651811622,1.355534777,0,0.983067192,0.400167095
ZnT63C,6.051354075,5.551064253,5.679809861,5.524453603,5.68853986,5.725413633
Drsl5,0.132696544,0.081202514,0.075540634,0,0,0
PIG-C,4.113845162,4.319189475,4.519314502,3.408277752,3.399579709,4.794579391
Strip,5.526305785,5.595794608,5.660007012,4.864919733,4.972630494,5.193010778
PHGPx,8.322873275,8.493846246,8.600668782,6.991523805,7.126045662,7.376910483
CG14961,0.824342362,0.577388071,0.764538089,0.649368125,1.131134066,0
CG14969,4.045346392,4.153062823,4.129533993,3.722319176,2.889347629,3.557055681
CG12010,2.46676418,1.497654644,2.449359368,3.918126689,3.672479775,3.877374551
CG12012,4.861326812,5.101025354,5.207996708,5.628278186,5.45554507,5.662369955
CG12014,1.641315334,0.158077041,0.215700384,1.772326804,1.469991358,0.776600407
CG14971,6.180888201,6.160889597,6.915452401,6.519166108,7.041667994,7.002810138
CG10359,0.089806327,0.334050524,0.895375166,0,0.983067192,0.035045714
CG10357,0,0.120151752,0,0,0,0.035045714
CG10862,0,0,0,0.2787941,0.085481031,0
ppk27,0.089806327,0,0,0.033774261,0.450220187,0.069260254
ntc,3.432246478,3.465394006,3.57439664,3.440111314,2.564094611,2.78689515
IntS10,5.694091404,5.723012668,5.834593591,4.304501958,4.264602172,3.952621587
CG12006,8.146079921,8.213528347,8.42588113,7.845212489,7.84163745,7.80402696
Gr63a,1.04246964,0,1.293610521,0.605122262,0,0
CG14977,6.336326759,6.455053942,6.615932044,5.770283087,5.644326214,5.661669334
Ccz1,4.819278757,4.473796607,4.691266186,5.091290918,4.648514683,4.543933431
Sc2,8.514955059,8.80094904,8.841842758,7.364101705,7.25904985,7.162876786
mge,8.065359374,8.365622294,8.444700319,8.460553914,8.221222241,8.348930828
CG10866,4.762376138,5.017098055,5.141442173,5.714105666,5.453536815,5.726083978
CG12766,0,0,0.516062327,0,0,0
CG14982,8.248195852,8.48815813,8.393498616,9.126245158,8.977227342,8.991005841
CG14983,0,0,0.516062327,0,0,0
CG14984,0.366277874,0.80957322,1.053192621,0,0.043373527,0.400167095
CG12605,6.336326759,6.071803921,5.908757062,6.460229227,6.675346539,6.525566255
CG14985,1.231907565,1.050424986,0.936477292,1.188453103,1.833392622,2.060745443
Mul1,4.880327846,5.194093486,4.981262497,5.341872218,5.69620353,5.758555077
CG11594,0.366277874,1.009519467,0.147321929,1.602674079,0.983067192,1.04077981
CG11593,7.927148947,7.752242278,7.742423487,7.237348711,6.368287001,7.136141716
CG1136,0.045601845,0.041172495,0,0,0,0
CG14989,6.771981154,6.073665429,5.950739414,9.231070017,9.374778106,9.388124821
CG14990,0.900774972,1.729434478,0.895375166,0,0,0
CG14995,8.538072568,8.520591128,8.447813122,8.687951225,8.622220105,8.104053409
Fit1,6.308538786,6.61486489,6.395989028,7.21796875,7.180180939,6.776570883
Chd64,3.617285833,3.450189302,3.619263638,4.060099544,4.715408245,4.771385849
CG1299,0,0.430174687,0.215700384,0,0.043373527,0
Teh4,4.648766846,4.518216776,4.700243734,6.435173773,6.79556272,6.834601439
Teh2,7.87934912,7.92750514,7.995852778,8.179681199,8.141602056,8.13138412
CG15005,0,0,0,0,0.043373527,0.102682134
Cpr64Aa,0.045601845,0.19503084,0,0.306690511,0.792853288,0.400167095
Cpr64Ab,0.366277874,0.19503084,0.075540634,0.512338969,1.048393528,0.317180035
Cpr64Ac,0.045601845,0,0,0,0,0
Cpr64Ad,0,0,0.075540634,0,0,0
CG14997,3.153798654,2.6876315,2.907747749,5.914928321,5.822953676,6.073432511
CG1265,6.731570973,7.036752968,7.140998332,7.548811224,7.624984741,7.520615879
CG15011,6.033782639,5.851535767,5.866845862,4.992772894,4.650269222,4.977980795
CG1309,7.733065716,7.709781237,8.01126471,6.745904846,6.937032972,6.910284592
CG11586,5.519251714,5.640017497,5.545117967,4.76288718,4.001459916,4.683002747
VhaM9.7-a,7.838438047,8.160943893,8.014867245,8.279175876,8.285007629,8.438876929
CG1273,0.329880465,0.041172495,1.499628432,0.099039483,0.126394328,0
CG1311,8.38350714,8.278456535,8.434873271,7.88738835,7.684629814,7.527938566
CG11583,5.920551213,6.132595266,6.150638205,5.410164876,5.549734975,5.314765279
CG1316,8.381841393,8.497548865,8.673324225,7.985439437,7.907487983,7.888193038
CG15012,9.354136128,9.620457778,9.641964611,7.780009211,7.655879862,7.833409269
Fdx2,4.757245878,4.819754639,4.94898624,5.874144213,5.895757276,6.449672935
CG15014,3.680079518,3.871382489,3.883767082,3.035757674,3.54624694,2.80223397
Cip4,7.81311671,7.607700298,7.273217126,6.493226566,6.596093277,6.40934016
mRpS6,5.35123716,5.570530026,5.586055078,5.313795353,5.414838997,5.566066144
CG11342,1.935837444,2.189292071,1.385527878,2.877359226,2.657778787,2.433355449
DopEcR,8.484622206,8.569233283,8.4460352,8.981103328,9.146134971,8.981913636
slow,1.289901972,0.398839565,1.053192621,0.033774261,0.513278718,0.135347252
Syx17,5.877068448,6.092149586,5.99761622,5.734787802,5.986055274,5.991053027
CG15019,6.035196257,6.319906978,6.451984379,5.785232023,5.733095293,6.180021518
DOR,6.661903858,6.361136376,6.478318027,6.476822234,6.670167485,6.778187831
CG15020,0.089806327,0.577388071,0.215700384,0,0,0
CG15021,0.329880465,0.71096088,0.764538089,0.033774261,0,0.259078775
CG12607,0.045601845,0,0.147321929,0,0.085481031,0
CG11345,0,0,0,0,0.085481031,0.288421873
CG11349,0.045601845,0,0,0,0.043373527,0.035045714
CG7465,0,0,0,0,0,0.069260254
CG11350,0,0,0,0,0.126394328,0.069260254
CG13722,0,0,0,0.90797381,0.043373527,2.2138806
CG13721,0.045601845,0,0.343441058,0,0,0
CG11353,0.045601845,0,1.126066663,0,0,0
CG11357,5.868371007,5.469521039,5.440067254,6.628893705,6.383661673,6.30283161
CG13716,0,0.158077041,0.075540634,0.033774261,0.043373527,0
CG7514,0.089806327,0,0,0,0.482093952,0
CG15876,0,0.041172495,0,0,0,0
CG13712,0,0,0,0,0,0.45295311
CG12493,1.150766861,1.030117199,1.053192621,0,1.246975234,1.263989531
CG13711,0.089806327,0.300531207,0,0.19171458,0.960617448,0
RhoGEF64C,1.796079106,0.549122661,0.403305984,0.979041354,0.384278962,0.069260254
CG7509,0.045601845,0.041172495,0.718149104,1.046771834,1.069527769,1.964042215
CG13708,0,0.300531207,0.147321929,0.713292167,0,0
CG13707,2.040900983,2.75104499,2.978332615,2.019910315,1.02694508,1.263989531
Dnah3,0.535646052,1.583774727,2.766729001,0.996274402,3.149641186,1.616122503
CG13705,0.174348395,0,0,0,0,0
CG13704,1.04246964,0.398839565,0,0.033774261,0,0
CG17030,1.308726695,0.632309912,1.526797288,0.889646124,0.714518384,0.035045714
ATPsynCF6L,0,0,0.147321929,0,0.166179293,0
CG10671,4.76748822,4.72185985,4.58217939,5.123997104,5.505833238,5.644751556
Gdap1,0.628476965,0.490874211,0.280984078,0.066775902,0.450220187,0.069260254
CG10672,6.098093155,6.185199964,6.295900877,6.201164994,5.977694889,6.148363412
CHMP2B,3.715779295,3.662973327,3.017168594,4.088499261,4.475242384,4.259038524
Prpk,5.276707195,5.751201255,5.807154738,4.846033204,4.678055473,4.70900614
CG4611,3.817865799,3.874233426,3.802726637,4.615940298,4.828205838,4.477012439
CG10674,5.53032125,5.63161771,5.697851252,4.271263413,4.294079983,4.524026864
CG4603,6.359645716,6.131999859,6.072126337,5.792648802,5.598714617,5.578739965
CG4597,0,0.041172495,0,0,0,0
CG4669,0.535646052,0.659006168,1.499628432,0.066775902,1.974525672,0.198539073
Cyt-c1,9.465145733,9.615514679,9.668128635,10.56413873,10.4986473,10.48937716
Uev1A,7.38615995,7.578718003,7.672298558,6.098680934,6.344642469,6.324240493
CG10635,4.979114622,5.091257103,5.265580335,4.742606789,4.634401022,4.69126509
Ir64a,0.366277874,0,0,0.130597294,0,0.400167095
CG4835,0.132696544,0,0,0.066775902,0,0
blanks,0.797937693,1.526936274,0.718149104,0,0,0.035045714
Lkr,2.159717845,2.732311886,2.391413548,1.802029689,1.246975234,2.465825364
CG13285,0.470264926,0.300531207,0,0,0,0
CG10625,0.715694033,0.266214546,0.516062327,0,0.315178801,0.16728912
l(3)psg2,6.033782639,5.762016443,5.101340139,5.475370361,5.52890509,5.815726515
CG10592,0,0,0.147321929,0,0,0
CG5150,0,0.081202514,0,0.19171458,0.043373527,0
CG10591,0,0,0.075540634,0,0.085481031,0
TM9SF3,5.934254007,5.947375716,6.087033867,4.812374901,5.175099805,5.369851079
mthl2,0.366277874,0,0.075540634,0,0,0.069260254
Eaf6,3.937597641,4.291730572,4.578938125,3.65066293,2.970235874,3.738100117
Blimp-1,8.20614324,7.85377128,7.91782668,5.907546519,6.234337623,6.248810089
lin-28,0.743632778,0.945900736,0.853067622,2.356562981,1.547354071,2.484962228
Sse,0,0,0.147321929,0,0.043373527,0.259078775
CG10576,7.568551148,7.568413061,7.632206153,6.346407576,6.327748027,6.744838065
Txl,6.516653484,6.879280541,6.719646906,6.058739988,6.138838661,5.715995951
Ppat-Dpck,3.348303946,3.191384682,3.857256209,3.580983291,4.023287739,3.237888846
Tektin-C,1.517322013,1.741975081,1.261622271,6.093185361,5.972795531,5.9306868
kri,6.447734353,6.610597243,6.72552167,7.173447072,7.155067398,7.059758869
mad2,2.66970262,3.347249399,3.379520185,2.958731248,3.352936517,3.722060149
CG5568,0,0,0,0,0.043373527,0
CG18586,0.045601845,0,0,0,0,0.069260254
CG13287,0.503325831,0.605110328,0,0.066775902,1.577173781,0.035045714
DNApol-epsilon58,0.132696544,0.266214546,0.976440789,0,0,0.16728912
CG10486,0.366277874,0.081202514,0,0,0.085481031,0
CG13288,5.405805186,5.787193107,5.734728097,5.615091501,5.066286309,5.640490931
CG10483,4.9732269,5.12993943,4.755839864,7.352647912,7.64975354,7.728928748
CG10479,3.273618301,3.824984234,3.246928461,1.752179603,0.315178801,0
alphaKap4,2.170049465,1.090202596,0.809481815,0.066775902,0.417626289,1.057920648
CG10477,0,0,0.147321929,0.582479838,0.043373527,0.069260254
CG6462,0,0,0.075540634,0,0,0
Jon65Aiii,0.214831388,0,0.215700384,0,0,0
Jon65Aii,0,0.081202514,0,0.066775902,0,0
CG6592,0,0.785544823,0,0,0.659827649,0
CG10472,0,0,0,0,0.24260175,0.035045714
CG6602,0.598192202,0.041172495,0.147321929,0.512338969,0.126394328,1.005874807
CG13295,3.01167521,3.026903147,3.127772224,3.287484602,3.33559438,4.123140112
CG6610,3.397495653,3.355433935,3.401704256,2.356562981,1.985686517,2.29563394
ssp6,5.865989849,5.198649815,5.518295151,4.423935696,5.008638646,4.348824385
CG13293,5.388212996,5.45054471,5.281619297,4.299304411,4.340461196,4.615143148
CG10469,2.259848281,1.873173316,2.55870404,1.579992895,1.783103912,1.005874807
CG10467,3.740253709,3.882752588,4.272825213,3.00203036,3.942539263,1.973106214
CG13297,0,0.120151752,0.075540634,0,0,0
Cpr65Az,0,0,0,0.066775902,0,0
CG13296,0.045601845,0.041172495,0,0.306690511,0.085481031,0
CG10289,7.330541445,6.944142717,6.841641251,7.416448977,7.594780819,7.648998868
CG7376,3.370871946,2.811788112,3.230496923,1.509728016,2.143498487,1.557068777
CG10274,3.028806884,4.068464519,2.610417859,3.620417667,2.608090535,2.28839032
CG7386,3.219933046,2.713332332,3.230496923,4.425526814,3.322449587,2.99699568
CG13298,8.327784268,8.616075889,8.692571508,6.057201232,6.136336983,6.242732953
CG8219,0.401779573,0.231061681,0.516062327,0.161479554,0,0
CG10226,0,0,0,0.90797381,0.384278962,0.876594188
Best2,0,0,0.075540634,0.19171458,0,0.035045714
CG13300,6.226768932,6.369242728,6.291947209,4.912217209,4.927042327,4.935719173
CG10147,4.590345535,4.592805709,4.720976611,4.283598466,3.598072841,3.830766125
CG8270,6.488035141,6.598149197,6.650309546,6.057201232,5.901661606,5.671447192
CG10144,5.00242813,4.693086283,4.764425611,4.734927536,4.854318272,4.481783428
CG8368,4.762376138,4.604870714,4.775794367,4.143674629,3.887073869,4.542411871
CG8398,5.499929246,4.67358006,5.193234371,5.882857156,5.938744109,5.422083535
eIF4E-4,0.567258051,0.081202514,0.343441058,0,0,0.102682134
SP1173,2.83465213,2.674607327,2.346373815,3.600835212,2.07199486,2.043638334
CG8519,0.292540976,0.685217387,0.764538089,0,0,0
velo,6.237247233,5.609546594,5.579582699,5.537755753,5.102622775,5.204601327
CG8549,3.922399699,3.592013895,3.75756864,2.490289974,2.202087344,3.192044899
CG10103,5.680605145,5.939911293,5.895790126,5.680518149,5.622147728,5.685301594
CG14820,1.327308948,0.736253047,1.630628187,0.033774261,0.166179293,0.229126454
tow,6.441884085,6.321996673,6.383038379,6.613620402,6.41392804,6.665285043
CG10077,9.527995459,9.28960843,9.332542918,9.580504939,9.757236841,9.821618121
CG9948,3.586762723,4.102901384,4.06612905,3.226725718,3.962448055,3.848113326
CG10075,5.861215711,6.090311791,6.209461913,6.514688255,6.349510477,6.189287827
CG10064,0.174348395,0,0,0,0,0
Mis12,4.545418785,4.713924586,4.718032951,4.313123141,4.490993247,4.517846093
CG9953,8.434079923,8.511006249,8.581361775,8.13382131,8.29050267,8.179042114
CG10063,0.174348395,0.120151752,0.147321929,0.53610018,0,0.528678517
CG17744,0,0.300531207,0,0,0.204896494,0
CG8641,5.477227685,5.427438647,5.475359875,4.377012952,4.793696134,4.901707485
CG14823,0.292540976,0.300531207,1.015327048,1.61388234,0,0.45295311
Cpr65Ea,0.132696544,1.128912832,1.228908645,0,0,0
Cpr65Eb,0,0,0,0,0.043373527,0.623833477
Cpr65Ec,0.045601845,0,0.147321929,0.033774261,0,0
BBS1,0.214831388,0.460843657,0.280984078,0,0,0.035045714
CG8629,0,0.041172495,0,0,0,0
CG15829,0,0,0,0,0.043373527,0
CG14826,0.503325831,0.231061681,0.075540634,0,0,0.069260254
CG14829,0.43642859,0.041172495,0.075540634,0,0.043373527,0.135347252
RpL18,7.324484103,7.461337772,7.555540861,6.149629926,5.988137822,6.300583138
MED4,5.206923638,5.365976606,5.344049369,4.976583498,4.743623586,4.882593411
CG14830,0.567258051,0.785544823,0,0.387282298,0,0.035045714
unc-13-4A,3.406262148,3.891221739,3.394347403,6.393100574,6.269008841,6.236159589
CG8607,4.559240846,4.339961705,4.414115886,4.301039008,4.052771746,4.165270385
RhoGEF4,0.875744677,0.231061681,0.516062327,0,0,0
Rint1,7.355085727,7.255617469,7.560068448,7.350974304,6.624932236,7.402926012
CG8602,6.45672927,6.333436201,6.355836425,7.591250628,7.563698288,7.780502066
eco,1.971715508,1.918070837,1.161168219,3.14409558,2.80994611,2.452924959
CG8596,1.670717286,1.256761209,2.376555991,0,0,0
CG14834,2.632829333,2.065044865,2.584792649,0.582479838,0.767211364,0.914728587
CTCF,3.834199379,2.953318552,2.268034601,3.449526004,2.99253759,3.787747878
pst,0.875744677,0,0,1.358015262,0.166179293,1.108154106
Sec63,6.295621528,5.572286687,5.725963239,5.443528657,5.22068393,5.168560521
Sh3beta,6.672389139,6.832773347,6.469593444,5.120071982,5.376135098,5.215144811
CG8564,0,0.158077041,0.516062327,0.033774261,0,0.229126454
CG8563,0.045601845,0.967420201,1.090089724,0,0,0
CG8562,0.089806327,0,0.075540634,0,0,0.259078775
CG18417,0,0.081202514,0,0.033774261,0,0
CG8560,0.174348395,0,0.147321929,0,0,0
CG14835,0.132696544,0.266214546,1.355534777,0,0,0.317180035
ppk26,0.214831388,0.398839565,0.215700384,0.979041354,0,0.229126454
CG8543,0.292540976,0.158077041,0.147321929,0.033774261,0,0.259078775
mthl6,0.132696544,0,0,0,0,0
Cyp316a1,0.132696544,0.041172495,0.280984078,0,0,0
CG8539,1.231907565,2.161554662,1.818247164,0.582479838,0,0
CG7546,5.616891062,5.8282018,5.641483013,5.91436183,6.052576827,5.880386125
CG14837,0,0,0,0.066775902,0.24260175,0
frac,0.132696544,0,0.670218812,0.130597294,2.276678885,0.069260254
CG14838,0,0.041172495,0.075540634,0,0,0.069260254
CG7716,0,0,0,0.033774261,0.126394328,0
Pura,5.601706051,5.785679692,5.700836337,4.718147587,4.978229044,4.866874569
CG7506,5.484489731,5.705511188,5.889262689,5.724483795,5.743817011,6.306421892
PGRP-SD,0.43642859,0.549122661,0.620641262,0.130597294,0.204896494,0.503875743
CG7492,7.823993968,7.206694133,7.298562196,7.739328214,7.603863307,7.749186362
CG12262,1.231907565,0.833207966,0.809481815,1.127194515,1.005172941,0.817433287
CG7457,0.132696544,0.231061681,0,0.066775902,0.085481031,0.135347252
CG8492,0,0,0,0.161479554,0.166179293,0.035045714
Snmp2,1.04246964,0.398839565,0.075540634,1.09556136,0.74110543,0.135347252
CG13685,5.286236736,4.813827022,4.56262166,5.049595089,4.554206827,4.290196759
CG7409,0.132696544,0,0,0.099039483,0.35014255,0
eIF4E-5,0,0.36680871,0.460785459,0,0.417626289,0
CG8281,2.83465213,3.111486712,3.205493296,3.67494595,3.19361957,4.081838855
CG8111,6.978226303,7.018829241,7.008136012,5.713454547,5.997816828,5.899529273
Srp9,6.905890692,7.144291881,7.140448755,6.070991305,5.856018629,5.966868515
HP4,7.294990497,7.552037591,7.649304488,5.00240004,5.298825362,5.104011739
CG8209,6.852365986,6.93427296,6.72698663,5.063968589,5.066286309,4.513193075
CG8038,3.551634171,4.09559094,3.857256209,4.051881587,4.044790226,3.920182827
CG7565,7.188486889,6.782442226,7.104833127,5.950728796,6.388399999,6.347951739
ldbr,2.602636757,2.269441312,3.007557168,2.117637312,1.501435987,2.175131167
CG7550,4.977644942,5.359887318,5.342138774,5.379299008,5.126768551,5.290497613
CG7504,4.017009528,3.916334916,3.445074537,4.060099544,3.183961797,2.862008643
CG13676,0.973361179,0.736253047,0.670218812,0.852277114,1.190217021,0.951880893
CG13675,0,0,0,0,0,0.035045714
mthl7,0,0,0,0.2787941,0,0
CG7979,6.035902546,5.917283467,5.907465601,5.492929806,6.041923512,5.879783789
ERR,5.968692161,6.003788916,6.043017691,5.865964382,6.103414145,5.806882063
Atg18a,5.959787246,5.493822899,5.780595383,5.312076035,5.690246419,5.762481371
MED24,6.920115386,6.758339634,6.757412096,7.151982322,7.222662278,6.991145577
CG7387,1.04246964,0.081202514,0.895375166,0.559476377,1.454008243,0.035045714
UbcE2M,6.821976465,6.905646042,7.003912491,5.606700536,5.311077484,5.701753146
CG8005,4.410321795,4.601433853,4.694264914,4.204251837,3.820068028,3.894173478
CG7366,0.214831388,0.231061681,0,1.063219023,0.126394328,0.623833477
CG13679,0.292540976,0,0,0.488179846,0.315178801,0.503875743
CG8006,0.43642859,0,0.809481815,0.2787941,0,0
CG7213,0.254209339,0.430174687,1.228908645,0.774503582,0.204896494,0
CG7201,0,0.041172495,0,0.033774261,0,0
Arl5,6.168059254,6.332918185,6.477447939,5.528901295,5.697901054,5.249121723
CG13671,4.166394826,4.337897889,4.06612905,5.009843657,4.987974531,5.163620349
CG7194,0.214831388,0.685217387,0.280984078,0,0,0.069260254
Gr66a,0.567258051,0.901874222,0.147321929,0,0.166179293,0
BI-1,9.106104272,9.407888235,9.454946891,9.014458883,8.720796219,8.975021433
CG7185,8.038826751,7.311375117,7.2601227,5.576225686,5.92431534,5.938227536
Cpr66Cb,0,0.041172495,0,0,0,0.035045714
Pex2,4.022721602,4.09069665,4.18601482,3.430634781,3.399579709,2.206213528
CG7083,4.45325341,4.667018934,4.691266186,5.196614427,5.034395336,5.528131603
CG7182,6.262209669,6.37478954,6.181953014,5.517756249,5.717280351,5.285958457
GAPcenA,6.530752548,6.376801286,6.525382342,6.314990033,6.606975555,6.668427282
CG17352,1.935837444,1.14788529,1.750716776,4.319983185,3.02535679,3.774847423
Jon66Ci,0.045601845,0,0,0,0,0.069260254
Jon66Cii,0.089806327,0,0,0,0,0
CG7120,5.33984266,5.131131698,5.083152831,5.292155185,5.256832936,5.581705929
CG13667,4.129812012,4.468146672,4.327926252,4.003697741,3.968086182,4.112925115
CG6983,5.718933346,6.02895236,6.006087717,6.463718009,6.556410215,6.816460656
ZC3H3,5.580562206,5.636663448,5.669180576,5.70168388,5.323226431,5.185231688
CG6745,4.482563046,4.314998896,4.46416451,3.446394596,2.423434135,3.748695204
CG6683,2.269489461,2.260752584,2.185196033,1.218133808,0.631684635,1.927205787
CG6765,7.604465885,7.121377508,7.180562298,7.617241983,7.892741582,7.676310627
GstO3,2.898178234,2.974728471,3.271230109,1.840705552,2.153430023,2.691271057
GstO2,7.119195162,7.23746508,7.29560343,6.464105131,6.456164747,6.592528727
GstO1,0.214831388,0.081202514,1.324904867,4.837691959,4.514301731,5.115313609
ergic53,7.821947922,7.903808623,8.031264723,5.80431461,6.446604658,5.994951952
CG6638,1.484583944,0.549122661,1.924215439,2.508420766,1.591855642,2.685768111
CG6282,6.005936576,5.732470193,5.320953518,8.283349893,8.526238004,8.606338794
S-Lap1,2.117635196,2.448440547,2.299882543,2.751074652,2.082429209,2.221507141
GAPsec,4.338857834,4.412358685,4.715083272,3.909056211,3.550011169,4.037161117
Zasp66,0.329880465,0.334050524,1.579646626,0,1.454008243,0.503875743
Cdc6,0,0.685217387,0,0,0.085481031,0.035045714
Pex7,0,0,0,0.099039483,0.384278962,0
CG6511,4.632048146,4.439560259,4.636195111,3.446394596,3.057445976,3.447510848
CG13311,0,0.081202514,0,0,0,0
CG13312,0,0.19503084,0.075540634,0,0,0
CG13308,0,0.19503084,0.215700384,0,0,0
CG13309,0.470264926,0.120151752,0.403305984,0,0,0
TrpA1,0.329880465,2.269441312,0.936477292,0.360915446,0.085481031,0
Tsp66E,7.37866273,7.651980584,7.363107934,6.836600072,7.01842139,7.44486196
CG13313,0.045601845,0.430174687,0,0,0,0.373031704
ValRS-m,3.334591723,3.082196632,3.10991715,4.734927536,4.531539246,4.393394274
CG5653,0,0.120151752,0.620641262,0,0.043373527,0
CG5021,7.005886324,7.322637957,7.435232382,6.455174934,6.472620018,6.526720975
CG5026,7.369726388,7.146946582,7.213855487,7.029685431,6.675346539,6.655817052
Srp68,6.402994189,6.028312596,6.328111708,5.722543574,5.28533966,5.36641541
CG5644,0.366277874,0.231061681,0.075540634,6.25942284,5.883129762,6.061796395
CG5068,5.946325959,5.956147802,6.11303717,6.466812081,6.400438821,6.429235898
CG5280,0,0.041172495,0.215700384,0.161479554,0,0
CG5087,6.000157522,5.264236001,5.865516315,6.278037273,6.157464236,6.076589777
Doc3,0.045601845,0,0.147321929,0,0.24260175,0
CG5194,0,0.19503084,0,0,0.043373527,0
Doc2,0.045601845,0,0,0,0,0
CG5144,1.995147922,2.628073886,2.623061777,0.961599966,1.547354071,2.612251505
CG4911,6.267030429,6.995779614,7.311313856,8.447202496,8.27991664,8.340637992
CG4942,5.87233089,6.044222196,6.124198391,4.8543265,4.71205222,4.670519826
Dhpr,6.022423556,6.049276436,6.136376817,5.872395292,5.703826706,6.051670937
Use1,5.661510045,5.761246613,5.868174185,4.882404082,5.030358937,4.996990853
Slc45-1,1.434040296,1.597641216,2.251843045,0.46360926,1.170790315,0.198539073
CG4476,0.254209339,1.166611482,0.853067622,1.731747058,0,0.837424361
CG4477,0.214831388,0.158077041,0,0.066775902,0,0
PGRP-LA,0.598192202,0.549122661,1.015327048,1.09556136,1.131134066,1.005874807
PGRP-LC,0.743632778,0.833207966,0,0,0,0.035045714
PGRP-LF,0.254209339,0,0,0,0,0
UGP,5.520261553,5.771222509,5.685848761,6.6515047,6.139463403,6.178063109
CG4447,4.449017284,4.337897889,4.316294761,3.540440658,2.941865007,3.184260585
CG4452,5.583463769,5.696680182,5.691862488,4.938086404,5.151756,5.502537042
CG4461,0.824342362,0.945900736,1.126066663,0.582479838,0.166179293,0.528678517
CG4080,7.566352901,7.018829241,7.008136012,6.75415933,6.91603881,6.799044882
Cpr67B,0.900774972,1.583774727,2.185196033,1.533531916,1.730998758,1.616122503
CG4022,7.662329447,6.882115929,6.617512558,6.197444569,6.255240179,5.854255885
CG3689,7.640437328,7.888027015,7.941365294,6.94596454,6.909827004,6.911463826
CG3982,0.658139045,0,0.403305984,0.53610018,0.043373527,0.035045714
CG3967,9.230786197,8.989250304,9.06574103,7.855725088,8.040537158,7.858082742
Nf-YA,4.034078348,3.427077499,3.416306362,4.153309103,3.268638986,3.437722485
CG3529,8.352800316,8.045704303,8.200049509,7.849663781,7.599556254,7.627811624
CG3448,1.484583944,1.665042273,1.553463943,1.942009738,2.123427925,1.091603205
phol,6.867522415,6.478193904,6.468718076,6.336292875,6.964088093,6.617672513
CG3437,3.875820986,3.92735753,4.111700845,2.036664815,2.883392583,2.771391493
CG3552,5.362542371,5.4826575,5.400221405,5.01302206,5.023606407,5.055765977
CG3434,4.313451087,4.468146672,4.968933858,3.342422569,3.264062842,3.353462059
Jarid2,6.598774347,6.143270774,6.150638205,6.907484533,6.584210769,6.658979958
